name,clf_predicted_religion,clf_max_prob,prob_Hindu,prob_Muslim,prob_Sikh,prob_Christian,prob_Jain,prob_Buddhist,clf_predicted_religion_corrected,clf_max_prob_corrected
aamjum,Muslim,0.8826165060168729,0.0732155157961548,0.8826165060168729,0.0006765631631339,0.0429831051012733,2.019526680211576e-05,0.0004881146557627,Muslim,0.8384950761833618
aamkith,Hindu,0.744884569546424,0.744884569546424,0.0394987262910046,0.0269738871544739,0.1736302802381694,2.4626731675984385e-05,0.014987910038252,Christian,0.7615919685102897
aamkithaa,Christian,0.4762191885952662,0.4696588532580677,0.0408599176498856,0.0098048396689224,0.4762191885952662,2.2080437674990223e-05,0.003435120390183,Christian,0.9362052949543186
aamkur,Hindu,0.6307060991776093,0.6307060991776093,0.0630631249323214,0.0060163368569075,0.2768597134821874,5.424280085249972e-05,0.0233004827501217,Christian,0.867911729361654
aamkus,Hindu,0.5680714509840844,0.5680714509840844,0.0811992167502342,0.00840563730805,0.2510672623387556,1.4477702079826142e-05,0.0912419549167958,Christian,0.823857135284013
aamsaaree,Christian,0.7796621572583651,0.1217167867557918,0.0947875311945779,0.0037669327211519,0.7796621572583651,1.3228311435426877e-05,5.336375867781442e-05,Christian,0.9607058192013503
aamsu,Muslim,0.4375784348821737,0.1907860232709333,0.4375784348821737,0.0035520230991824,0.367897400619984,1.317164044142142e-05,0.000172946487285,Christian,0.7451314590241862
aanamd,Hindu,0.8628301186436602,0.8628301186436602,0.0230770894270649,0.0007898905998913,0.1086851399370573,7.570466557264658e-05,0.0045420567267536,Christian,0.7709823539915762
aanand,Hindu,0.934240919639812,0.934240919639812,0.0019739886323001,0.000304647945106,0.0611806054496179,0.000644663762343,0.001655174570821,Christian,0.6853611736045556
aanandee,Hindu,0.8865592441828137,0.8865592441828137,0.0169062171572433,0.000983622259951,0.0924593012382106,0.0001686497587366,0.0029229654030448,Christian,0.7470072084299275
aaphareen,Hindu,0.6640953038101151,0.6640953038101151,0.0612499663789126,0.0035890606174815,0.2709361883582199,5.5490598578229645e-05,7.399023669271332e-05,Christian,0.8756355871807281
